Symbol,Company,Sector,Industry,avg. ROI (%) - Max,avg. ROI (%) - 20 Years,avg. ROI (%) - 10 Years,avg. ROI (%) - 5 Years,avg. ROI (%) - 1 Year,avg. ROI (%) - 6 Months,R^2 - Max,R^2 - 20 Years,R^2 - 10 Years,R^2 - 5 Years,R^2 - 1 Year,R^2 - 6 Months,First Date,Last Date
AMP,Ameriprise Financial,Financials,Asset Management & Custody Banks,12.060807394541428,12.060807394541428,15.964864958547675,5.053222737367458,5.129359988911797,58.863899854914,0.6870149943799486,0.6870149943799486,0.8177557549051814,0.1840495836269752,0.021398035559771933,0.8209479332452109,2005-09-15,2019-07-18
ABC,AmerisourceBergen Corp,Health Care,Health Care Distributors,3.0829068016346772,3.8821038309611033,15.27475338576525,-2.598489764854006,-8.775217443990446,10.371228769092644,0.18450521116252172,0.24215247911017657,0.7791382840179216,0.11531962337801982,0.153070438478352,0.06456178400197421,1998-01-02,2019-07-18
AME,AMETEK Inc.,Industrials,Electrical Components & Equipment,4.967456999044018,4.8532506883206095,7.285620983144581,12.221523692986501,20.95448085335432,50.455450288493296,0.726199517389186,0.6922179557009198,0.7058257821065518,0.7047550458870735,0.41266057060182804,0.8096248824086377,1998-01-02,2019-07-18
AMGN,Amgen Inc.,Health Care,Biotechnology,5.521151637804644,6.519050568990603,16.717661915793247,5.918068621591788,-12.597134678108867,-18.05250328849024,0.5370106517028643,0.612033471810249,0.9020942497606278,0.616857287275494,0.5547791871975105,0.3928921632928877,1998-01-02,2019-07-18
APH,Amphenol Corp,Information Technology,Electronic Components,3.037326651732064,3.1909537243913766,7.287121236175098,12.10631712523802,7.153755271372875,15.561300132469258,0.3102526726470589,0.29864346271218156,0.5196444060199348,0.49468318437818215,0.08601693613423955,0.1527723843163593,1998-01-02,2019-07-18
APC,Anadarko Petroleum Corp,Energy,Oil & Gas Exploration & Production,2.0493708429279778,1.753067114241058,-2.2154302895952216,-7.822488006153849,1.0568316883383888,286.9750093527704,0.16809882652856334,0.11949361489389498,0.0710925824681462,0.21537567495986587,0.000246034532608852,0.7370483668413849,1998-01-02,2019-07-18
ADI,"Analog Devices, Inc.",Information Technology,Semiconductors,3.3237999442746524,3.003908684593437,14.284227230001957,17.388188399195315,27.165565648081035,22.32325314198129,0.23047279245948082,0.172596563957417,0.9544582318391618,0.8733845749203153,0.43534115513806965,0.21675264843294884,1998-01-02,2019-07-18
ANSS,ANSYS,Information Technology,Application Software,13.511898654418175,12.734192234634945,15.883024026294802,22.053573307921525,19.284940339206514,55.75041381832146,0.8951228278025922,0.876139458272599,0.9335280407192469,0.8862107815268502,0.25213276155291586,0.815140851778549,1998-01-02,2019-07-18
ANTM,Anthem,Health Care,Managed Health Care,4.904808076991962,4.904808076991962,20.00389736026611,20.86216398922238,9.03220674537144,-9.620826471300193,0.2829969745091301,0.2829969745091301,0.9289283464570538,0.8228572095388585,0.15654407257974234,0.04985773629709467,2001-01-02,2019-07-18
AON,Aon plc,Financials,Insurance Brokers,7.3973049662101165,9.716618027330526,17.75710312988754,16.068994242671298,35.004490805906066,53.96800987260286,0.591495878204108,0.8111049048000151,0.9681291076291607,0.9236617002133118,0.8059332647261055,0.8671817824162282,1998-01-02,2019-07-18
AOS,A.O. Smith Corp,Industrials,Building Products,5.46810827646913,6.26961890119615,3.5629248926384527,-4.499215412747293,-16.887985965388317,-25.988007068947596,0.6377702631324189,0.7253514814123536,0.20219531281428338,0.11212596476035276,0.23474567138625324,0.2631150714884257,1998-01-02,2019-07-18
APA,Apache Corporation,Energy,Oil & Gas Exploration & Production,1.392990231677138,-0.0963943891372776,-11.71037002401507,-14.382976877489483,-40.44285317623809,-38.40637081533923,0.046633550388143756,0.0002546022014705551,0.8103209332845734,0.6247756359890264,0.6777416438983768,0.47648585498323437,1998-01-02,2019-07-18
AIV,Apartment Investment & Management,Real Estate,Residential REITs,-0.6021388289144669,-0.526851417304719,11.532008639162195,5.900055172481555,24.204888926586943,10.750676811192905,0.009393493787332341,0.005814465636136523,0.8562492082331301,0.6446838019442089,0.8368614238973092,0.47561087708080896,1998-01-02,2019-07-18
AAPL,Apple Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",12.702517268727952,13.01820717573805,-9.9838477115048,16.089477833277456,-10.04695995050735,51.423413499624715,0.4984435490960183,0.45756549499303195,0.2505227793542576,0.7260442770907325,0.07053036006249036,0.5471121019569218,1998-01-02,2019-07-18
AMAT,Applied Materials Inc.,Information Technology,Semiconductor Equipment,-2.2042378727968104,-1.4402587103599318,17.26516631250339,24.31676256718649,5.769190484673459,36.884742795178994,0.05324995753705142,0.01981382891708572,0.7943103431208399,0.6319461985489392,0.019131791515079488,0.5237104019303335,1998-01-02,2019-07-18
APTV,Aptiv Plc,Consumer Discretionary,Auto Parts & Equipment,15.039959615515762,15.039959615515762,15.039959615515762,3.588008971442158,-11.488023269651759,-6.810214126565162,0.6598017402079027,0.6598017402079027,0.6598017402079027,0.14881348616985224,0.10112191406035265,0.020132293696693337,2011-11-17,2019-07-18
ADM,Archer-Daniels-Midland Co,Consumer Staples,Agricultural Products,6.922185882799914,7.657026547232282,5.506927465980671,-1.4358271868549544,-21.684001713192202,-14.100686321947464,0.7338400189882951,0.7600787952455428,0.5772891795946185,0.04365548343850101,0.7770941783870685,0.40270530390995285,1998-01-02,2019-07-18
ARNC,Arconic Inc.,Industrials,Aerospace & Defense,-6.892535356416207,-5.98961986356954,7.299420181689831,17.119463808836688,8.356424653224437,119.12324555328664,0.4863215902304317,0.3825010260198609,0.28103774245430535,0.33404225585847486,0.054835343520147295,0.9043575826084663,1998-01-02,2019-07-18
ANET,Arista Networks,Information Technology,Communications Equipment,43.68930056514488,43.68930056514488,43.68930056514488,44.83899284161264,7.294933627199085,10.44498716193929,0.8286805465915236,0.8286805465915236,0.8286805465915236,0.8307538396965533,0.026449133701628713,0.014019281934496086,2014-06-06,2019-07-18
AJG,Arthur J. Gallagher & Co.,Financials,Insurance Brokers,2.298639506909428,3.291490978332612,12.502486032077332,15.042658350007109,24.420801126726822,44.83125277335884,0.1682114801317437,0.281285628278249,0.9302877677899671,0.840533133869034,0.791266516481645,0.856005198001845,1998-01-02,2019-07-18
AIZ,Assurant,Financials,Multi-line Insurance,7.843804649897268,7.843804649897268,15.25946814396284,10.718204982214697,-3.396423885148181,25.946937542080573,0.568671579426357,0.568671579426357,0.9237885663158842,0.7593218162257785,0.026116636030539264,0.40265223340282474,2004-02-05,2019-07-18
ATO,Atmos Energy Corp,Utilities,Gas Utilities,6.79993401132617,7.961129213934637,15.803710598223697,16.21264341592168,16.045660700755437,23.27932381731126,0.7566587522784708,0.8401828894175463,0.9745187478580356,0.9283782763736356,0.7890815834301872,0.8219446357598021,1998-01-02,2019-07-18
T,AT&T Inc.,Communication Services,Integrated Telecommunication Services,-0.6992417281215912,0.09294501740113592,2.8334328075356074,-1.7728589141617124,-0.19507712733604077,22.949758502728955,0.03266988402288107,0.000620216416674424,0.369674261496016,0.07073478636449315,0.00016731893294252842,0.65302108454469,1998-01-02,2019-07-18
ADSK,Autodesk Inc.,Information Technology,Application Software,6.1685956675802345,7.443277542220472,19.94899272712796,31.15353663850302,30.273730043684477,34.58427702744922,0.4422852740917931,0.5191115847498597,0.8929650460764769,0.8856929280073673,0.5270584116283549,0.47542109086235285,1998-01-02,2019-07-18
ADP,Automatic Data Processing,Information Technology,Internet Services & Infrastructure,4.314936400767144,5.416829164829817,14.329707765652145,15.888879587621641,21.025287495061495,41.0541600365307,0.45846010002124116,0.5928074359767069,0.9676130908739022,0.8874211588124745,0.5301561983430834,0.7425400650081764,1998-01-02,2019-07-18
AZO,AutoZone Inc,Consumer Discretionary,Specialty Stores,19.613860577239528,19.966821123737333,18.331265636792928,6.638647970090683,64.16662637212941,83.69933236474192,0.9628839583756945,0.9579732099414533,0.8683277655620991,0.2819248432721282,0.9313497964920261,0.8652724156846415,1998-01-02,2019-07-18
AVB,"AvalonBay Communities, Inc.",Real Estate,Residential REITs,9.19070699778457,9.080768917171378,8.428788581172553,3.2139167430650817,20.674178539927055,21.999230770822376,0.8677536869189297,0.8399197677885103,0.7820510541275113,0.3593980120234571,0.7743558111788404,0.7861865271932426,1998-01-02,2019-07-18
AVY,Avery Dennison Corp,Materials,Paper Packaging,1.1253181651729616,1.3054261777115883,15.59356610149818,20.494464444875838,9.19784203650238,21.32391448125299,0.04025901133713827,0.043959672747419076,0.8628113123719762,0.8902481475643832,0.09246515625108233,0.29308161292527823,1998-01-02,2019-07-18
BHGE,"Baker Hughes, a GE Company",Energy,Oil & Gas Equipment & Services,-19.430380212014487,-19.430380212014487,-19.430380212014487,-19.430380212014487,-29.402317350987595,-18.02971728692391,0.5809522410192155,0.5809522410192155,0.5809522410192155,0.5809522410192155,0.44383068592613606,0.15408112038393929,2017-07-05,2019-07-18
BLL,Ball Corp,Materials,Metal & Glass Containers,1.3956382747346563,1.3019664899379668,1.7664147235987748,-9.994639105890979,78.54707729670739,89.71244151024126,0.13024949530071106,0.09817099686276387,0.04076493742254883,0.34283868731655043,0.9519143242969135,0.9492395064326615,1998-01-02,2019-07-18
BAC,Bank of America Corp,Financials,Diversified Banks,-7.959366684842806,-7.9570179708209015,10.846602894031431,18.670247507125026,-4.767920841959494,-2.962047059218742,0.49051724448600387,0.4371455829186599,0.5162590555498017,0.7216149250186528,0.04696030428614273,0.020729561952648634,1998-01-02,2019-07-18
BK,The Bank of New York Mellon Corp.,Financials,Asset Management & Custody Banks,0.25906942313744796,0.7999341928140558,9.454324224427646,7.400190974520671,-13.125865000205138,-39.6719253402116,0.0035369533164391065,0.030680974786621573,0.751014498168751,0.5758916740443476,0.3588470383953658,0.8613117299262116,1998-01-02,2019-07-18
BAX,Baxter International Inc.,Health Care,Health Care Equipment,1.15126679806552,1.753948627300539,1.7156846830065353,6.819737691004213,13.452785012564906,27.149976299191625,0.05527364003074087,0.10472162144685304,0.05533013073285231,0.14116046274820437,0.24355051228514812,0.5628922576401407,1998-01-02,2019-07-18
BBT,BB&T Corporation,Financials,Regional Banks,0.4017682912244469,1.0999928207127363,8.083764559360551,8.751546423002177,-3.402136201399808,-2.567774140173662,0.01093986370114941,0.08037971774007846,0.827543683970639,0.6582207500787389,0.04907028434567906,0.017728694508242993,1998-01-02,2019-07-18
BDX,Becton Dickinson,Health Care,Health Care Equipment,9.682460789373494,11.112343206264107,15.710036118527015,16.83903121484318,-3.9073792755904946,-2.6318119005179996,0.8526276493085005,0.9385430529223939,0.949391445388178,0.9436431500895941,0.06268149262766654,0.012374669183172538,1998-01-02,2019-07-18
BRK.B,Berkshire Hathaway,Financials,Multi-Sector Holdings,-17.367096793203018,-18.860673124438264,0.8695510167360032,11.395177261079837,-0.7825738244785274,7.797730504225253,0.5790007948930761,0.5836630523539201,0.000967930185813537,0.8375500598994359,0.0046385980909967595,0.21044726274912529,1998-01-02,2019-07-18
BBY,Best Buy Co. Inc.,Consumer Discretionary,Computer & Electronics Retail,-1.493307224915319,-1.2390140873658306,8.961774289636226,22.593469467063443,-9.656740636193694,37.87674339753097,0.060059769488213795,0.03562923508920002,0.3689118266839141,0.7742899562261382,0.06236495270387599,0.3203356883860536,1998-01-02,2019-07-18
BIIB,Biogen Inc.,Health Care,Biotechnology,10.979225468024811,11.28667590421728,21.61573091407263,-3.774733275454256,-40.08848219711335,-60.810668428695955,0.6045472184195299,0.5715266640956116,0.7164223642573101,0.1447680721822706,0.7366428607995773,0.6655196997487177,1998-01-02,2019-07-18
BLK,BlackRock,Financials,Asset Management & Custody Banks,16.119285032497356,16.119285032497356,12.550407657874851,9.302584899282396,-2.321021248034505,27.51188676511478,0.9127399367503813,0.9127399367503813,0.8404212727304899,0.5947377126957758,0.007616492204246206,0.517427965387032,1999-10-01,2019-07-18
HRB,Block H&R,Consumer Discretionary,Specialized Consumer Services,-3.4735698291081474,-3.257795340648484,6.806761500678049,-5.424684060858997,5.198171986811451,48.4069229167881,0.2964966169251082,0.2310936951771545,0.407023830728266,0.2747383066524305,0.07151341881334516,0.7717363505279118,1998-01-02,2019-07-18
BA,Boeing Company,Industrials,Aerospace & Defense,9.341046657895058,10.045310079180636,21.788806257885398,31.492255872567142,5.996019852490142,-24.23721135768084,0.7299759802258148,0.7301357504235744,0.9125014288048762,0.8365167709620939,0.0556170777666255,0.3885324374407725,1998-01-02,2019-07-18
BKNG,Booking Holdings Inc,Consumer Discretionary,Internet & Direct Marketing Retail,38.66412490331861,40.37102834257409,26.180296163660532,14.136894539338417,-8.139569757344589,1.992869950182552,0.8111534373075298,0.8389361220355955,0.8798369107340467,0.7845400082214606,0.22556091917209675,0.005680920785113841,1999-03-31,2019-07-18
BWA,BorgWarner,Consumer Discretionary,Auto Parts & Equipment,-0.07474326729022263,-0.11131424221852981,-3.2917474046252115,-4.553112064663911,-9.254531311780612,-2.873929675945752,0.00020636297256682035,0.0003733207346306999,0.09257138095291362,0.11779421185844696,0.12881449235007814,0.006092545660151161,1998-01-02,2019-07-18
BXP,Boston Properties,Real Estate,Office REITs,7.691032889985627,7.534491726984194,6.041791250569251,-0.0860285700492458,10.112094631029155,5.198428218254647,0.8177390183336009,0.7793427558778498,0.6834357257072325,0.00047485520187551256,0.25812457281984247,0.07121198885456204,1998-01-02,2019-07-18
BSX,Boston Scientific,Health Care,Health Care Equipment,-3.606940010868831,-2.1766987514616143,22.841922018836836,25.70056968503436,17.306516587643728,17.478254067606525,0.11595422131820632,0.04064888973115566,0.8553011448198327,0.9499459386437704,0.48833807262404133,0.20096155171742178,1998-01-02,2019-07-18
BMY,Bristol-Myers Squibb,Health Care,Health Care Distributors,0.1720078050172269,2.4622402814501454,10.980767560920345,-3.5585961227692087,-27.224881955837745,-21.47348730829527,0.0004978267181752205,0.11270397463891313,0.7172265916935316,0.18272289441751044,0.79095023665455,0.5665907542981156,1998-01-02,2019-07-18
AVGO,Broadcom Inc.,Information Technology,Semiconductors,37.85621121221623,37.85621121221623,37.85621121221623,28.08054754911984,42.583063711878964,6.144067087333127,0.9597653541558105,0.9597653541558105,0.9597653541558105,0.8808557554510036,0.716242962187421,0.0185957763909389,2009-08-06,2019-07-18
BR,Broadridge Financial Solutions,Information Technology,Data Processing & Outsourced Services,18.85166231060811,18.85166231060811,22.812842021422508,25.36700018340452,-2.25424694907983,105.03924790098993,0.8933709586037831,0.8933709586037831,0.9418817000812462,0.9286180190880816,0.003123848565921628,0.922169922332052,2007-04-02,2019-07-18
CHRW,C. H. Robinson Worldwide,Industrials,Air Freight & Logistics,5.432898522195528,4.921680023668951,3.687671767490941,6.933150959626055,-14.539609827136035,-19.301591047942246,0.7839931693026434,0.743509671754857,0.4501693800648077,0.6068243140692251,0.5815882534079991,0.49417939383721554,1998-01-02,2019-07-18
COG,Cabot Oil & Gas,Energy,Oil & Gas Exploration & Production,1.6067275508336643,0.585700543828338,-8.046282961390672,-3.486492374231376,8.263613864198582,-12.212983535699918,0.06284558784012195,0.008228863981916357,0.44734683661743896,0.11912444051971405,0.1729298922860496,0.16137532630901052,1998-01-02,2019-07-18
CDNS,Cadence Design Systems,Information Technology,Application Software,1.6717748911594832,3.183992030331173,24.753825464186786,31.532121480241116,82.67824353590652,133.0529913506637,0.03361271539925048,0.10338193164949061,0.971236052884245,0.9477810853957372,0.7737059486629436,0.8255406289231937,1998-01-02,2019-07-18
CPB,Campbell Soup,Consumer Staples,Packaged Foods & Meats,1.8953483260123472,3.183844115268397,4.2846834479780105,-5.109927067781827,-1.7876824702088734,49.54621492775655,0.20505615970194588,0.5320673209016333,0.35598839078174616,0.18929457567242802,0.006194855298495505,0.7496717540147031,1998-01-02,2019-07-18
COF,Capital One Financial,Financials,Consumer Finance,1.0626004812541057,2.521174390526082,10.122692170891945,4.078463089057904,-9.235181570554186,36.406732311152076,0.0285935822796054,0.15315495500648546,0.8313717889669697,0.2482572037877777,0.13216660429306037,0.7314017440478887,1998-01-02,2019-07-18
CPRI,Capri Holdings,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",-2.3849345407010114,-2.3849345407010114,-2.3849345407010114,-4.846601916383064,-52.00437100383814,-46.94062318275011,0.03396266027620776,0.03396266027620776,0.03396266027620776,0.08449169704142712,0.7224780288632873,0.5399913414564738,2011-12-15,2019-07-18
CAH,Cardinal Health Inc.,Health Care,Health Care Distributors,-0.7794484151749659,-0.24240523198428843,7.890824598233004,-11.66063664195156,-13.64477315425232,-26.241734911309155,0.02710434219759561,0.0023217389793329657,0.43994676366026675,0.7367542121012711,0.3549698509436673,0.4740848312028295,1998-01-02,2019-07-18
